ABS,Adjustable_Seat,Bore,Cam_Type,Carburettor,Charging_Method,Clutch_Type,Colour,Compression_Ratio,Cooling,Country_of_Origin,Cylinders,Drive_Type,Dry_Weight,Engine_Config,Engine_Type,Engine_Voltage,Exhaust_Config,First_Seen,Frame_Material,Front_Brake_Caliper(s),Front_Brake_Description,Front_Brake_Diameter,Front_Suspension,Front_Suspension_Travel,Fuel_Tank_Capacity,Gear_Change_Method,Gear_Number,Gear_Type,Ground_Clearance,Height,Ignition,Kilometers,Last_Modified,Last_Seen,Learner_Approved,Length,Linked_Braking_System,Maximum_Power,Maximum_Power_RPM,Maximum_Torque,Maximum_Torque_RPM,Model,Postcode,Price,Rake_(Caster_Angle),Rear_Brake_Caliper(s),Rear_Brake_Description,Rear_Brake_Diameter,Rear_Suspension,Rear_Suspension_Travel,Recommended_RON,Seat_Height,Seating_Capacity,Seating_Position,Side_Stand,Side_Stand_Start_Inhibitor,Starter,State,Stroke,Suburb,Swingarm_Type,Throttle_Bore,Traction_Control,Trail,URL,Valves_Per_Cylinder,Wet_Operational_Weight,Wheel_Type,Wheelbase,Width,Seller,Brand,Remaining_Warranty,Remaining_Registration,Age,Live_Add,Sold,Engine_Size
No,No,66.43,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,orange,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,Piston,12.0,2_into_1,2019-07-01,Steel,Double_Piston,Hydraulic,308.827332010207,Telescopic,120.0,15.3,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),1923.0,2019-07-01,2019-07-01,Yes,2015.0,No,28.0,10905.0,30.0,7223.0,Ninja_300_,0.0,4990,27.0,Single_Piston,Hydraulic,226.77625108475556,Shock,132.0,95.0,785.0,2.0,Forward,Yes,Standard,Electric,NSW,49.843999999999994,none,Dual_Sided,38.83226371061844,No,93.0,https://www.bikesales.com.au/bikes/details/2014-kawasaki-ninja-300-special-edition/OAG-AD-17365681/?Cr=11,4.0,170.0,Spoke,1392.0,724.846,Dealer,Kawasaki,0,4,5,0.0,Sold,300
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,44555.0,2019-06-21,2019-08-17,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,2154.0,4200,25.0,Single_Piston,Disc,220.0,Spring,133.0,95.0,820.0,2.0,Forward,Yes,Standard,Electric,NSW,42.5,Castle_hill,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-zx-6r-zx600r/SSE-AD-6092899/?Cr=0,4.0,187.0,Spoke,1405.0,720.0,Private,Kawasaki,129,6,11,46.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,55868.0,2019-06-30,2019-07-12,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,2193.0,4500,25.0,Single_Piston,Hydraulic,220.0,Spring,133.0,91.0,820.0,2.0,Forward,Yes,Standard,Electric,NSW,42.5,Canterbury,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2010-kawasaki-ninja-zx-6r-zx600r-my11/SSE-AD-6100108/?Cr=1,4.0,187.0,Spoke,1405.0,720.0,Private,Kawasaki,105,6,9,10.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,44375.0,2019-05-16,2019-08-12,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,4065.0,4999,25.0,Single_Piston,Disc,220.0,Spring,133.0,95.0,820.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,Bardon,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-zx-6r-zx600r/SSE-AD-6086921/?Cr=2,4.0,187.0,Spoke,1405.0,720.0,Private,Kawasaki,129,2,11,41.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,yellow,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,21000.0,2019-06-17,2019-09-08,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,4127.0,5250,25.0,Single_Piston,Disc,220.0,Spring,133.0,95.0,820.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,Slacks_creek,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-zx-6r-zx600r/SSE-AD-6133611/?Cr=3,4.0,187.0,Spoke,1405.0,720.0,Private,Kawasaki,129,2,11,68.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,28917.0,2019-07-02,2019-07-02,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,5490,25.0,Single_Piston,Disc,220.0,Spring,133.0,95.0,820.0,2.0,Forward,Yes,Standard,Electric,VIC,42.5,none,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2009-kawasaki-ninja-zx-6r-zx600r/OAG-AD-17323487/?Cr=4,4.0,187.0,Spoke,1405.0,720.0,Dealer,Kawasaki,117,0,10,0.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,6228.0,2019-08-10,2019-08-10,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,5990,25.0,Single_Piston,Disc,220.0,Spring,133.0,95.0,820.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,none,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-zx-6r-zx600r/OAG-AD-17190057/?Cr=5,4.0,187.0,Spoke,1405.0,720.0,Dealer,Kawasaki,129,1,11,39.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,50166.0,2019-09-08,2019-09-08,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,5999,25.0,Single_Piston,Disc,220.0,Spring,133.0,95.0,820.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,none,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-zx-6r-zx600r/OAG-AD-17115729/?Cr=6,4.0,187.0,Spoke,1405.0,720.0,Dealer,Kawasaki,129,0,11,68.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,15572.0,2019-06-16,2019-09-08,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,4720.0,6000,25.0,Single_Piston,Disc,220.0,Spring,133.0,95.0,820.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,Emerald,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-zx-6r-zx600r/SSE-AD-5872076/?Cr=7,4.0,187.0,Spoke,1405.0,720.0,Private,Kawasaki,129,3,11,68.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,white,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,36486.0,2019-06-23,2019-09-08,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,3777.0,6000,25.0,Single_Piston,Disc,220.0,Spring,133.0,95.0,820.0,2.0,Forward,Yes,Standard,Electric,VIC,42.5,Healesville,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2010-kawasaki-ninja-zx-6r-zx600r/SSE-AD-5838616/?Cr=8,4.0,187.0,Spoke,1405.0,720.0,Private,Kawasaki,105,0,9,68.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Spring,120.0,17.0,Left_foot_lever,6.0,Manual,120.0,1125.0,Digital_Electronic,15000.0,2019-05-02,2019-07-02,No,2090.0,No,98.5,14000.0,70.0,12000.0,Ninja_ZX_6R_ZX600R,4212.0,6495,24.0,Single_Piston,Hydraulic,220.0,Spring,134.0,95.0,815.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,Helensvale,Dual_Sided,38.0,No,103.0,https://www.bikesales.com.au/bikes/details/2012-kawasaki-ninja-zx-6r-zx600r/SSE-AD-5851499/?Cr=9,4.0,187.0,Spoke,1400.0,705.0,Private,Kawasaki,81,0,7,0.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,white,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,20472.0,2019-08-17,2019-08-17,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,6990,25.0,Single_Piston,Hydraulic,220.0,Spring,133.0,91.0,820.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,none,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2010-kawasaki-ninja-zx-6r-zx600r-my11/OAG-AD-17282725/?Cr=10,4.0,187.0,Spoke,1405.0,720.0,Dealer,Kawasaki,105,0,9,46.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,40843.0,2019-09-08,2019-09-08,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,6990,25.0,Single_Piston,Hydraulic,220.0,Spring,133.0,95.0,820.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,none,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-zx-6r-zx600r-my12/OAG-AD-17174464/?Cr=11,4.0,187.0,Spoke,1405.0,720.0,Dealer,Kawasaki,93,0,8,68.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,26308.0,2019-08-07,2019-08-07,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,6990,25.0,Single_Piston,Disc,220.0,Spring,133.0,95.0,820.0,2.0,Forward,Yes,Standard,Electric,VIC,42.5,none,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2009-kawasaki-ninja-zx-6r-zx600r-my10/OAG-AD-16937470/?Cr=12,4.0,187.0,Spoke,1405.0,720.0,Dealer,Kawasaki,117,0,10,36.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,white,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,24215.0,2019-08-17,2019-08-17,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,6990,25.0,Single_Piston,Disc,220.0,Spring,133.0,95.0,820.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,none,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2009-kawasaki-ninja-zx-6r-zx600r-my10/OAG-AD-16989304/?Cr=13,4.0,187.0,Spoke,1405.0,720.0,Dealer,Kawasaki,117,0,10,46.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Spring,120.0,17.0,Left_foot_lever,6.0,Manual,120.0,1125.0,Digital_Electronic,31019.0,2019-08-17,2019-08-17,No,2090.0,No,98.5,14000.0,70.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,6990,24.0,Single_Piston,Hydraulic,220.0,Spring,134.0,95.0,815.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,none,Dual_Sided,38.0,No,103.0,https://www.bikesales.com.au/bikes/details/2012-kawasaki-ninja-zx-6r-zx600r/OAG-AD-15766641/?Cr=14,4.0,187.0,Spoke,1400.0,705.0,Dealer,Kawasaki,81,0,7,46.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,23335.0,2019-09-08,2019-09-08,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,6990,25.0,Single_Piston,Hydraulic,220.0,Spring,133.0,91.0,820.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,none,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2010-kawasaki-ninja-zx-6r-zx600r-my11/OAG-AD-17032464/?Cr=15,4.0,187.0,Spoke,1405.0,720.0,Dealer,Kawasaki,105,0,9,68.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,17857.0,2019-09-08,2019-09-08,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,6990,25.0,Single_Piston,Hydraulic,220.0,Spring,133.0,91.0,820.0,2.0,Forward,Yes,Standard,Electric,VIC,42.5,none,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2010-kawasaki-ninja-zx-6r-zx600r-my11/OAG-AD-17278717/?Cr=16,4.0,187.0,Spoke,1405.0,720.0,Dealer,Kawasaki,105,0,9,68.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,26927.0,2019-07-12,2019-07-12,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,6990,25.0,Single_Piston,Hydraulic,220.0,Spring,133.0,91.0,820.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,none,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-zx-6r-zx600r/OAG-AD-15983721/?Cr=17,4.0,187.0,Spoke,1405.0,720.0,Dealer,Kawasaki,93,0,8,10.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Spring,120.0,17.0,Left_foot_lever,6.0,Manual,120.0,1125.0,Digital_Electronic,10235.0,2019-04-29,2019-07-02,No,2090.0,No,98.5,14000.0,70.0,12000.0,Ninja_ZX_6R_ZX600R,2333.0,7300,24.0,Single_Piston,Hydraulic,220.0,Spring,134.0,95.0,815.0,2.0,Forward,Yes,Standard,Electric,NSW,42.5,Muswellbrook,Dual_Sided,38.0,No,103.0,https://www.bikesales.com.au/bikes/details/2012-kawasaki-ninja-zx-6r-zx600r/SSE-AD-5372268/?Cr=18,4.0,187.0,Spoke,1400.0,705.0,Private,Kawasaki,81,4,7,0.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,9645.0,2019-07-12,2019-07-12,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,7490,25.0,Single_Piston,Disc,220.0,Spring,133.0,95.0,820.0,2.0,Forward,Yes,Standard,Electric,VIC,42.5,none,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-zx-6r-zx600r/OAG-AD-14841473/?Cr=19,4.0,187.0,Spoke,1405.0,720.0,Dealer,Kawasaki,129,0,11,10.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,17400.0,2019-06-23,2019-08-30,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,2026.0,7500,25.0,Single_Piston,Hydraulic,220.0,Spring,133.0,95.0,820.0,2.0,Forward,Yes,Standard,Electric,NSW,42.5,Bondi,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-zx-6r-zx600r-my12/SSE-AD-6028115/?Cr=20,4.0,187.0,Spoke,1405.0,720.0,Private,Kawasaki,93,1,8,59.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,black,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Spring,120.0,17.0,Left_foot_lever,6.0,Manual,120.0,1125.0,Digital_Electronic,16000.0,2019-06-29,2019-08-30,No,2090.0,No,98.5,14000.0,70.0,12000.0,Ninja_ZX_6R_ZX600R,4220.0,7500,24.0,Single_Piston,Hydraulic,220.0,Spring,134.0,95.0,815.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,Burleigh_waters,Dual_Sided,38.0,No,103.0,https://www.bikesales.com.au/bikes/details/2012-kawasaki-ninja-zx-6r-zx600r/SSE-AD-6145572/?Cr=21,4.0,187.0,Spoke,1400.0,705.0,Private,Kawasaki,81,0,7,59.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,13.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,125.0,1125.0,Digital_Electronic,9911.0,2019-06-24,2019-09-08,No,2105.0,No,91.9,14000.0,90.0,12000.0,Ninja_ZX_6R_ZX600R,3198.0,7750,25.0,Single_Piston,Hydraulic,220.0,Spring,133.0,91.0,820.0,2.0,Forward,Yes,Standard,Electric,VIC,42.5,Seaford,Dual_Sided,38.0,No,110.0,https://www.bikesales.com.au/bikes/details/2010-kawasaki-ninja-zx-6r-zx600r-my11/SSE-AD-6012823/?Cr=23,4.0,187.0,Spoke,1405.0,720.0,Private,Kawasaki,105,0,9,68.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,13.0,Liquid,JAPAN,4.0,Chain,168.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Spring,120.0,17.0,Left_foot_lever,6.0,Manual,120.0,1115.0,Digital_Electronic,10019.0,2019-09-08,2019-09-08,No,2090.0,No,98.5,14000.0,70.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,7990,24.0,Single_Piston,Hydraulic,220.0,Spring,134.0,95.0,815.0,2.0,Forward,Yes,Standard,Electric,NSW,42.5,none,Dual_Sided,38.0,No,103.0,https://www.bikesales.com.au/bikes/details/2013-kawasaki-ninja-zx-6r-zx600r/OAG-AD-14125605/?Cr=24,4.0,191.0,Spoke,1400.0,705.0,Dealer,Kawasaki,69,0,6,68.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,green,13.0,Liquid,JAPAN,4.0,Chain,168.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Spring,120.0,17.0,Left_foot_lever,6.0,Manual,120.0,1115.0,Digital_Electronic,1800.0,2019-07-12,2019-07-12,No,2090.0,No,98.5,14000.0,70.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,10390,24.0,Single_Piston,Hydraulic,220.0,Spring,134.0,95.0,815.0,2.0,Forward,Yes,Standard,Electric,QLD,42.5,none,Dual_Sided,38.0,No,103.0,https://www.bikesales.com.au/bikes/details/2016-kawasaki-ninja-zx-6r-zx600r/OAG-AD-17321010/?Cr=25,4.0,191.0,Spoke,1400.0,705.0,Dealer,Kawasaki,33,0,3,10.0,Sold,600
No,No,67.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,none,13.0,Liquid,JAPAN,4.0,Chain,168.0,Inline,Piston,12.0,2_into_1,2019-07-02,Aluminium,Four_Piston,Hydraulic,300.0,Spring,120.0,17.0,Left_foot_lever,6.0,Manual,120.0,1115.0,Digital,3265.67,2019-08-12,2019-08-12,No,2090.0,No,98.5,14000.0,70.0,12000.0,Ninja_ZX_6R_ZX600R,0.0,14999,24.0,Single_Piston,Hydraulic,220.0,Spring,134.0,95.0,815.0,2.0,Forward,Standard,Standard,Electric,none,42.5,none,Dual_Sided,38.0,No,103.0,https://www.bikesales.com.au/bikes/details/2018-kawasaki-ninja-zx-6r-zx600r/SHRM-AD-481109/?Cr=26,4.0,191.0,Spoke,1400.0,705.0,Private,Kawasaki,9,0,1,41.0,Sold,600
No,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Slipper,green,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,Piston,12.0,2_into_1,2019-07-09,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),12163.0,2019-07-09,2019-08-25,Yes,2015.0,No,29.0,11000.0,30.0,1000.0,Ninja_300_EX300A,4053.0,3500,25.971825876662784,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,785.0,2.0,Forward,Standard,Standard,Electric,QLD,49.0,Everton_park,Dual_Sided,32.0,No,97.0,https://www.bikesales.com.au/bikes/details/2014-kawasaki-ninja-300-ex300a/SSE-AD-6186103/?Cr=13,4.0,172.0,Spoke,1405.0,715.0,Private,Kawasaki,0,0,5,47.0,Sold,300
No,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Slipper,orange,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,Piston,12.0,2_into_1,2019-07-09,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),3000.0,2019-07-03,2019-07-09,Yes,2015.0,No,29.0,11000.0,30.0,1000.0,Ninja_300_EX300A,3173.0,3800,25.971825876662784,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,785.0,2.0,Forward,Standard,Standard,Electric,VIC,49.0,Keysborough,Dual_Sided,32.0,No,97.0,https://www.bikesales.com.au/bikes/details/2013-kawasaki-ninja-300-ex300a-my14/SSE-AD-6176212/?Cr=21,4.0,172.0,Spoke,1405.0,715.0,Private,Kawasaki,0,1,6,0.0,Sold,300
No,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,white,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,Piston,12.0,2_into_1,2019-07-09,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),18092.0,2019-07-08,2019-09-08,Yes,2015.0,No,29.0,11000.0,30.0,1000.0,Ninja_300_EX300A,0.0,3990,25.971825876662784,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,785.0,2.0,Forward,Standard,Standard,Electric,QLD,49.0,none,Dual_Sided,32.0,No,97.0,https://www.bikesales.com.au/bikes/details/2015-kawasaki-ninja-300-ex300a-my16/OAG-AD-17398360/?Cr=29,4.0,172.0,Spoke,1405.0,715.0,Private,Kawasaki,0,2,4,61.0,Sold,300
