ABS,Adjustable_Seat,Bore,Cam_Type,Carburettor,Charging_Method,Clutch_Type,Colour,Compression_Ratio,Cooling,Country_of_Origin,Cylinders,Drive_Type,Dry_Weight,Engine_Config,Engine_Type,Engine_Voltage,Exhaust_Config,First_Seen,Frame_Material,Front_Brake_Caliper(s),Front_Brake_Description,Front_Brake_Diameter,Front_Suspension,Front_Suspension_Travel,Fuel_Tank_Capacity,Gear_Change_Method,Gear_Number,Gear_Type,Ground_Clearance,Height,Ignition,Kilometers,Last_Modified,Last_Seen,Learner_Approved,Length,Linked_Braking_System,Maximum_Power,Maximum_Power_RPM,Maximum_Torque,Maximum_Torque_RPM,Model,Postcode,Price,Rake_(Caster_Angle),Rear_Brake_Caliper(s),Rear_Brake_Description,Rear_Brake_Diameter,Rear_Suspension,Rear_Suspension_Travel,Recommended_RON,Seat_Height,Seating_Capacity,Seating_Position,Side_Stand,Side_Stand_Start_Inhibitor,Starter,State,Stroke,Suburb,Swingarm_Type,Throttle_Bore,Traction_Control,Trail,URL,Valves_Per_Cylinder,Wet_Operational_Weight,Wheel_Type,Wheelbase,Width,Seller,Brand,Remaining_Warranty,Remaining_Registration,Age,Live_Add,Sold,Engine_Size
No,No,104.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,171.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Steel,Four_Piston,Hydraulic,330.0,Upside_Down,120.0,15.5,Left_foot_lever,6.0,Manual,137.38195121951225,1125.1043223919403,CDI_(Capacitive_Discharge_Ignition),17017.0,2019-07-23,2019-09-08,No,2053.635683094198,No,119.0,9750.0,134.0,8000.0,1098s,6173.0,11000,25.0,Double_Piston,Disc,245.0,Shock,127.0,95.0,820.0,2.0,Forward,Standard,Standard,Electric,WA,64.7,Secret_harbour,Single_Sided,38.83226371061844,No,97.0,https://www.bikesales.com.au/bikes/details/2008-ducati-1098-s/SSE-AD-6200915/?Cr=2,4.0,188.98239335598285,Spoke,1430.0,773.253,Private,Ducati,129,0,11,33.0,Sold,1100
No,No,104.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,171.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Steel,Four_Piston,Hydraulic,330.0,Upside_Down,120.0,15.5,Left_foot_lever,6.0,Manual,137.38195121951225,1125.1043223919403,CDI_(Capacitive_Discharge_Ignition),35260.0,2019-08-30,2019-08-30,No,2053.635683094198,No,119.0,9750.0,134.0,8000.0,1098s,0.0,11990,25.0,Double_Piston,Disc,245.0,Shock,127.0,95.0,820.0,2.0,Forward,Standard,Standard,Electric,QLD,64.7,none,Single_Sided,38.83226371061844,No,97.0,https://www.bikesales.com.au/bikes/details/2008-ducati-1098-s/OAG-AD-17422625/?Cr=3,4.0,188.98239335598285,Spoke,1430.0,773.253,Dealer,Ducati,129,7,11,24.0,Sold,1100
No,No,104.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,171.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Steel,Four_Piston,Hydraulic,330.0,Upside_Down,120.0,15.5,Left_foot_lever,6.0,Manual,137.38195121951225,1125.1043223919403,CDI_(Capacitive_Discharge_Ignition),13300.0,2019-07-16,2019-08-06,No,2053.635683094198,No,119.0,9750.0,134.0,8000.0,1098s,2062.0,14800,25.0,Double_Piston,Disc,245.0,Shock,127.0,95.0,820.0,2.0,Forward,Standard,Standard,Electric,NSW,64.7,Cammeray,Single_Sided,38.83226371061844,No,97.0,https://www.bikesales.com.au/bikes/details/2008-ducati-1098-s/SSE-AD-6197621/?Cr=7,4.0,188.98239335598285,Spoke,1430.0,773.253,Private,Ducati,129,9,11,0.0,Sold,1100
No,No,104.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,171.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Steel,Four_Piston,Hydraulic,330.0,Upside_Down,120.0,15.5,Left_foot_lever,6.0,Manual,137.38195121951225,1125.1043223919403,CDI_(Capacitive_Discharge_Ignition),23000.0,2019-07-12,2019-08-30,No,2053.635683094198,No,119.3,9750.0,134.0,8000.0,1098s,3777.0,15500,24.3,Double_Piston,Hydraulic,245.0,Shock,127.0,95.0,820.0,2.0,Forward,Standard,Standard,Electric,VIC,64.7,Healesville,Single_Sided,38.83226371061844,No,97.0,https://www.bikesales.com.au/bikes/details/2007-ducati-1098-s/SSE-AD-6191909/?Cr=10,4.0,188.98239335598285,Spoke,1430.0,773.253,Private,Ducati,141,4,12,24.0,Sold,1100
No,No,104.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,ITALY,2.0,Chain,171.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Steel,Four_Piston,Hydraulic,330.0,Upside_Down,120.0,15.5,Left_foot_lever,6.0,Manual,137.38195121951225,1125.1043223919403,CDI_(Capacitive_Discharge_Ignition),24910.0,2019-08-05,2019-09-08,No,2053.635683094198,No,119.0,9750.0,134.0,8000.0,1098s,6065.0,16000,25.0,Double_Piston,Disc,245.0,Shock,127.0,95.0,820.0,2.0,Forward,Standard,Standard,Electric,WA,64.7,Hocking,Single_Sided,38.83226371061844,No,97.0,https://www.bikesales.com.au/bikes/details/2008-ducati-1098-s/SSE-AD-6002438/?Cr=12,4.0,188.98239335598285,Spoke,1430.0,773.253,Private,Ducati,129,1,11,33.0,Sold,1100
No,No,104.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,green,12.0,Liquid,ITALY,2.0,Chain,171.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Steel,Four_Piston,Hydraulic,330.0,Upside_Down,120.0,15.5,Left_foot_lever,6.0,Manual,137.38195121951225,1125.1043223919403,CDI_(Capacitive_Discharge_Ignition),12450.0,2019-08-06,2019-08-26,No,2053.635683094198,No,119.31,9750.0,134.0,8000.0,1098s,2066.0,20000,24.5,Double_Piston,Hydraulic,245.0,Spring,127.0,95.0,820.0,2.0,Forward,Yes,No,Electric,NSW,64.7,Lane_cove_west,Single_Sided,38.83226371061844,No,97.0,https://www.bikesales.com.au/bikes/details/2007-ducati-1098s-tri-colore/SSE-AD-6230972/?Cr=16,4.0,188.98239335598285,Spoke,1430.0,773.253,Private,Ducati,141,4,12,20.0,Sold,1100
No,No,94.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,ITALY,2.0,Chain,168.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Steel,Four_Piston,Hydraulic,320.0,Upside_Down,127.0,15.5,Left_foot_lever,6.0,Manual,137.38195121951225,1125.1043223919403,CDI_(Capacitive_Discharge_Ignition),18909.0,2019-08-06,2019-08-06,No,2053.635683094198,No,98.5,10000.0,100.0,9000.0,848,2107.0,8000,24.5,Double_Piston,Hydraulic,245.0,Shock,120.05,95.0,830.0,2.0,Forward,Standard,Standard,Electric,NSW,61.2,Avalon_beach,Single_Sided,49.4,No,97.0,https://www.bikesales.com.au/bikes/details/2010-ducati-848/SSE-AD-6233387/?Cr=0,4.0,194.0,Spoke,1430.0,773.253,Private,Ducati,105,9,9,0.0,Sold,800
No,No,94.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,168.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Steel,Four_Piston,Hydraulic,320.0,Upside_Down,127.0,15.5,Left_foot_lever,6.0,Manual,137.38195121951225,1125.1043223919403,CDI_(Capacitive_Discharge_Ignition),42600.0,2019-09-08,2019-09-08,No,2053.635683094198,No,98.5,10000.0,100.0,9000.0,848,0.0,8490,24.5,Double_Piston,Hydraulic,245.0,Shock,120.05,95.0,830.0,2.0,Forward,Standard,Standard,Electric,NSW,61.2,none,Single_Sided,49.4,No,97.0,https://www.bikesales.com.au/bikes/details/2010-ducati-848/OAG-AD-17499853/?Cr=2,4.0,194.0,Spoke,1430.0,773.253,Dealer,Ducati,105,5,9,33.0,Sold,800
No,No,94.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,168.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Steel,Four_Piston,Hydraulic,320.0,Upside_Down,127.0,15.5,Left_foot_lever,6.0,Manual,137.38195121951225,1125.1043223919403,CDI_(Capacitive_Discharge_Ignition),43000.0,2019-07-27,2019-09-08,No,2053.635683094198,No,98.5,10000.0,100.0,9000.0,848,3101.0,8850,24.5,Double_Piston,Hydraulic,245.0,Shock,120.05,95.0,830.0,2.0,Forward,Standard,Standard,Electric,VIC,61.2,Kew,Single_Sided,49.4,No,97.0,https://www.bikesales.com.au/bikes/details/2008-ducati-848/SSE-AD-6215808/?Cr=6,4.0,194.0,Spoke,1430.0,773.253,Private,Ducati,129,1,11,33.0,Sold,800
No,No,94.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,white,12.0,Liquid,ITALY,2.0,Chain,168.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Steel,Four_Piston,Hydraulic,320.0,Upside_Down,127.0,15.5,Left_foot_lever,6.0,Manual,137.38195121951225,1125.1043223919403,CDI_(Capacitive_Discharge_Ignition),13500.0,2019-07-31,2019-09-08,No,2053.635683094198,No,98.5,10000.0,100.0,9000.0,848,6004.0,10800,24.5,Double_Piston,Hydraulic,245.0,Shock,120.05,95.0,830.0,2.0,Forward,Standard,Standard,Electric,WA,61.2,East_perth,Single_Sided,49.4,No,97.0,https://www.bikesales.com.au/bikes/details/2008-ducati-848/SSE-AD-5498993/?Cr=13,4.0,194.0,Spoke,1430.0,773.253,Private,Ducati,129,0,11,33.0,Sold,800
No,No,94.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,white,12.0,Liquid,ITALY,2.0,Chain,168.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Steel,Four_Piston,Hydraulic,320.0,Upside_Down,127.0,15.5,Left_foot_lever,6.0,Manual,137.38195121951225,1125.1043223919403,CDI_(Capacitive_Discharge_Ignition),8418.0,2019-08-05,2019-09-08,No,2053.635683094198,No,98.5,10000.0,100.0,9000.0,848,2087.0,10900,24.5,Double_Piston,Hydraulic,245.0,Shock,120.05,95.0,830.0,2.0,Forward,Standard,Standard,Electric,NSW,61.2,Forestville,Single_Sided,49.4,No,97.0,https://www.bikesales.com.au/bikes/details/2009-ducati-848/SSE-AD-6221526/?Cr=14,4.0,194.0,Spoke,1430.0,773.253,Private,Ducati,117,0,10,33.0,Sold,800
No,No,86.0,Desmodromic,Dellorto,Engine,Multi_plate,red,9.0,Air,ITALY,2.0,Chain,202.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Steel,Single_Piston,Disc,280.0,Telescopic,120.0,24.0,Left_foot_lever,5.0,Manual,180.0,1230.0,CDI_(Capacitive_Discharge_Ignition),11215.0,2019-09-08,2019-09-08,No,2220.0,No,77.0,8531.0,88.0,7938.0,900,0.0,34990,25.971825876662784,Single_Piston,Disc,280.0,Hydraulic,130.0,91.0,770.0,2.0,Forward,No,No,Kick,VIC,74.4,none,Dual_Sided,40.0,No,60.0,https://www.bikesales.com.au/bikes/details/1984-ducati-900-mike-hailwood-replica/OAG-AD-17433788/?Cr=10,2.0,196.0,Spoke,1500.0,690.0,Dealer,Ducati,0,0,35,33.0,Sold,850
No,No,86.0,Desmodromic,Dellorto,Engine,Multi_plate,red,9.0,Air,ITALY,2.0,Chain,202.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Steel,Single_Piston,Disc,280.0,Telescopic,120.0,24.0,Left_foot_lever,5.0,Manual,180.0,1230.0,CDI_(Capacitive_Discharge_Ignition),24400.0,2019-07-22,2019-09-08,No,2220.0,No,77.0,8531.0,88.0,7938.0,900,5049.0,38000,25.971825876662784,Single_Piston,Disc,280.0,Hydraulic,130.0,91.0,770.0,2.0,Forward,No,No,Kick,SA,74.4,Marino,Dual_Sided,40.0,No,60.0,https://www.bikesales.com.au/bikes/details/1982-ducati-900-mike-hailwood-replica/SSE-AD-6200920/?Cr=11,2.0,196.0,Spoke,1500.0,690.0,Private,Ducati,0,0,37,33.0,Sold,850
No,No,86.0,SOHC_(Single_Over_Head_Cam),Dellorto,Engine,Multi_plate,silver,9.0,Air,ITALY,2.0,Chain,188.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Steel,Single_Piston,Hydraulic,280.0,Telescopic,120.0,19.0,Left_foot_lever,5.0,Manual,180.0,1230.0,Electronic,173000.0,2019-07-21,2019-09-08,No,2220.0,No,77.0,7000.0,88.0,8000.0,900,2573.0,42500,25.971825876662784,Single_Piston,Disc,229.0,Shock,130.0,91.0,770.0,2.0,Forward,No,No,Kick,NSW,74.4,Tahmoor,Dual_Sided,32.0,No,60.0,https://www.bikesales.com.au/bikes/details/1981-ducati-900ss/SSE-AD-6206288/?Cr=12,2.0,196.0,Spoke,1500.0,675.0,Private,Ducati,0,9,38,33.0,Sold,850
No,No,100.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,187.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Disc,308.827332010207,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1125.1043223919403,CDI_(Capacitive_Discharge_Ignition),12100.0,2019-07-30,2019-09-08,No,2053.635683094198,No,100.0,10000.0,110.0,8000.0,999,4156.0,14000,25.971825876662784,Single_Piston,Disc,226.77625108475556,Shock,130.0,95.0,808.4078372719101,2.0,Forward,No,No,Electric,QLD,63.5,Burbank,Dual_Sided,57.636,No,97.0,https://www.bikesales.com.au/bikes/details/2006-ducati-999/SSE-AD-5766667/?Cr=2,4.0,188.98239335598285,Spoke,1410.0,773.253,Private,Ducati,0,0,13,33.0,Sold,950
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,175.79543568464726,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Upside_Down,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1100.0,CDI_(Capacitive_Discharge_Ignition),18500.0,2019-07-19,2019-08-12,No,2075.0,No,109.0,10750.0,100.0,9000.0,Panigale,2564.0,13800,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Yes,Standard,Electric,NSW,57.2,Macquarie_fields,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2014-ducati-899-panigale-my15/SSE-AD-6153360/?Cr=1,4.0,193.0,Spoke,1400.9544002323557,773.253,Private,Ducati,57,4,5,6.0,Sold,850
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,176.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1115.0,CDI_(Capacitive_Discharge_Ignition),9896.0,2019-08-05,2019-08-17,No,2056.0,No,117.08,10500.0,110.0,9000.0,Panigale,2031.0,14650,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,NSW,60.8,Randwick,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2016-ducati-959-panigale/SSE-AD-6208669/?Cr=2,4.0,200.0,Spoke,1431.0,810.0,Private,Ducati,33,3,3,11.0,Sold,900
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,white,12.0,Liquid,ITALY,2.0,Chain,175.79543568464726,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Upside_Down,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1100.0,CDI_(Capacitive_Discharge_Ignition),17222.0,2019-07-17,2019-09-08,No,2075.0,No,109.0,10750.0,100.0,9000.0,Panigale,4000.0,14900,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Yes,Standard,Electric,QLD,57.2,Brisbane_city,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2014-ducati-899-panigale-my15/SSE-AD-6200827/?Cr=4,4.0,193.0,Spoke,1400.9544002323557,773.253,Private,Ducati,57,3,5,33.0,Sold,850
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,white,12.0,Liquid,ITALY,2.0,Chain,175.79543568464726,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Upside_Down,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1100.0,CDI_(Capacitive_Discharge_Ignition),11375.0,2019-08-12,2019-08-12,No,2075.0,No,109.0,10750.0,100.0,9000.0,Panigale,0.0,14990,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Yes,Standard,Electric,SA,57.2,none,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2014-ducati-899-panigale/OAG-AD-17450095/?Cr=5,4.0,193.0,Spoke,1400.9544002323557,773.253,Dealer,Ducati,57,5,5,6.0,Sold,850
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,176.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1115.0,CDI_(Capacitive_Discharge_Ignition),3644.0,2019-07-20,2019-08-17,No,2056.0,No,117.08,10500.0,110.0,9000.0,Panigale,3192.0,15999,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,VIC,60.8,Cheltenham,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2016-ducati-959-panigale/SSE-AD-6144381/?Cr=12,4.0,200.0,Spoke,1431.0,810.0,Private,Ducati,33,1,3,11.0,Sold,900
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,white,12.0,Liquid,ITALY,2.0,Chain,175.79543568464726,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Upside_Down,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1100.0,CDI_(Capacitive_Discharge_Ignition),9000.0,2019-08-05,2019-09-08,No,2075.0,No,109.0,10750.0,100.0,9000.0,Panigale,5081.0,17000,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Yes,Standard,Electric,SA,57.2,Gilberton,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2015-ducati-899-panigale/SSE-AD-6205964/?Cr=19,4.0,193.0,Spoke,1400.9544002323557,773.253,Private,Ducati,45,0,4,33.0,Sold,850
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,white,12.0,Liquid,ITALY,2.0,Chain,176.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1115.0,CDI_(Capacitive_Discharge_Ignition),7281.0,2019-09-08,2019-09-08,No,2056.0,No,117.08,10500.0,110.0,9000.0,Panigale,0.0,17490,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,QLD,60.8,none,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2017-ducati-959-panigale/OAG-AD-17429768/?Cr=21,4.0,200.0,Spoke,1431.0,810.0,Dealer,Ducati,21,0,2,33.0,Sold,900
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,176.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1115.0,CDI_(Capacitive_Discharge_Ignition),2116.0,2019-07-29,2019-09-08,No,2056.0,No,117.08,10500.0,110.0,9000.0,Panigale,2034.0,17500,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,NSW,60.8,South_coogee,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2017-ducati-959-panigale/SSE-AD-6220498/?Cr=23,4.0,200.0,Spoke,1431.0,810.0,Private,Ducati,21,5,2,33.0,Sold,900
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,175.79543568464726,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Upside_Down,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1100.0,CDI_(Capacitive_Discharge_Ignition),5500.0,2019-08-06,2019-09-08,No,2075.0,No,109.0,10750.0,100.0,9000.0,Panigale,4218.0,17700,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Yes,Standard,Electric,QLD,57.2,Broadbeach,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2015-ducati-899-panigale/SSE-AD-6228746/?Cr=25,4.0,193.0,Spoke,1400.9544002323557,773.253,Private,Ducati,45,4,4,33.0,Sold,850
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Engine,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,176.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1115.0,CDI_(Capacitive_Discharge_Ignition),500.0,2019-08-01,2019-09-08,No,2056.0,No,110.0,10500.0,110.0,9000.0,Panigale,2000.0,17900,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,NSW,60.8,Sydney,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2018-ducati-959-panigale/SSE-AD-5955885/?Cr=26,4.0,200.0,Spoke,1431.0,810.0,Private,Ducati,9,2,1,33.0,Sold,900
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Alternator_&_Regulator-Rectifier,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,175.5,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1115.0,CDI_(Capacitive_Discharge_Ignition),18400.0,2019-07-23,2019-08-12,No,2056.0,No,110.0,10500.0,110.0,9000.0,Panigale,2617.0,19000,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,ACT,60.8,Kaleen,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2019-ducati-959-panigale-corse/SSE-AD-6209104/?Cr=34,4.0,200.0,Spoke,1431.0,810.0,Private,Ducati,24,1,0,6.0,Sold,900
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Alternator_&_Regulator-Rectifier,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,175.5,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1115.0,CDI_(Capacitive_Discharge_Ignition),2850.0,2019-07-24,2019-09-08,No,2056.0,No,110.0,10500.0,110.0,9000.0,Panigale,2007.0,21300,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,NSW,60.8,Ultimo,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2019-ducati-959-panigale-corse/SSE-AD-6211789/?Cr=41,4.0,200.0,Spoke,1431.0,810.0,Private,Ducati,24,10,0,33.0,Sold,900
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Alternator_&_Regulator-Rectifier,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,176.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1115.0,CDI_(Capacitive_Discharge_Ignition),1521.1429999999998,2019-09-08,2019-09-08,No,2056.0,No,110.0,10500.0,110.0,9000.0,Panigale,0.0,22490,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,SA,60.8,none,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2019-ducati-959-panigale/OAG-AD-17455970/?Cr=43,4.0,200.0,Spoke,1431.0,810.0,Dealer,Ducati,24,0,0,33.0,Sold,900
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Alternator_&_Regulator-Rectifier,Multi_plate,red,12.0,Liquid,ITALY,2.0,Chain,176.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1115.0,CDI_(Capacitive_Discharge_Ignition),1521.1429999999998,2019-08-30,2019-08-30,No,2056.0,No,110.0,10500.0,110.0,9000.0,Panigale,0.0,22490,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,ACT,60.8,none,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2019-ducati-959-panigale/OAG-AD-17439063/?Cr=45,4.0,200.0,Spoke,1431.0,810.0,Dealer,Ducati,24,0,0,24.0,Sold,900
Standard,No,100.0,Desmodromic,Electronic_fuel_injection,Alternator_&_Regulator-Rectifier,Multi_plate,white,12.0,Liquid,ITALY,2.0,Chain,176.0,L-Twin,Piston,12.0,2_into_2,2019-08-06,Aluminium,Four_Piston,Hydraulic,320.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,137.38195121951225,1115.0,CDI_(Capacitive_Discharge_Ignition),1521.1429999999998,2019-09-08,2019-09-08,No,2056.0,No,110.0,10500.0,110.0,9000.0,Panigale,0.0,22990,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,830.0,2.0,Forward,Standard,Standard,Electric,QLD,60.8,none,Dual_Sided,57.636,Standard,96.0,https://www.bikesales.com.au/bikes/details/2019-ducati-959-panigale/OAG-AD-17431780/?Cr=46,4.0,200.0,Spoke,1431.0,810.0,Dealer,Ducati,24,0,0,33.0,Sold,900
