ABS,Adjustable_Seat,Bore,Cam_Type,Carburettor,Charging_Method,Clutch_Type,Colour,Compression_Ratio,Cooling,Country_of_Origin,Cylinders,Drive_Type,Dry_Weight,Engine_Config,Engine_Description,Engine_Stroke,Engine_Type,Engine_Voltage,Exhaust_Config,First_Seen,Frame_Material,Front_Brake_Caliper(s),Front_Brake_Description,Front_Brake_Diameter,Front_Suspension,Front_Suspension_Travel,Fuel_Tank_Capacity,Gear_Change_Method,Gear_Number,Gear_Type,Ground_Clearance,Height,Ignition,Kilometers,Last_Modified,Last_Seen,Learner_Approved,Length,Linked_Braking_System,Make,Maximum_Power,Maximum_Power_RPM,Maximum_Torque,Maximum_Torque_RPM,Model,Network_ID,Postcode,Price,Rake_(Caster_Angle),Rear_Brake_Caliper(s),Rear_Brake_Description,Rear_Brake_Diameter,Rear_Suspension,Rear_Suspension_Travel,Recommended_RON,Registration_Expiry,Seat_Height,Seating_Capacity,Seating_Position,Side_Stand,Side_Stand_Start_Inhibitor,Starter,State,Stroke,Suburb,Swingarm_Type,Throttle_Bore,Traction_Control,Trail,URL,Valves_Per_Cylinder,Warranty_in_Months_from_First_Registration,Wet_Operational_Weight,Wheel_Type,Wheelbase,Width,Release_Year,Seller
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),2850.0,2019-05-19,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),SSE-AD-5373494,2042,4800,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/11/2019,785.0,2.0,Forward,Standard,No,Electric,NSW,49.0,Newtown,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2015-kawasaki-ninja-300-abs-ex300b-my16/SSE-AD-5373494/?Cr=23,4.0,0,174.0,Spoke,1405.0,715.0,2015,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),2700.0,2019-05-31,2019-07-12,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),SSE-AD-6031710,2154,4899,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/12/2019,785.0,2.0,Forward,Standard,No,Electric,NSW,49.0,Castle_hill,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2016-kawasaki-ninja-300-abs-ex300b/SSE-AD-6031710/?Cr=24,4.0,0,174.0,Spoke,1405.0,715.0,2016,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,white,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),5300.0,2019-05-18,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),SSE-AD-4650793,2010,4950,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/10/2019,785.0,2.0,Forward,Standard,No,Electric,NSW,49.0,Darlinghurst,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2014-kawasaki-ninja-300-abs-ex300b/SSE-AD-4650793/?Cr=25,4.0,0,174.0,Spoke,1405.0,715.0,2014,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,white,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),1070.0,2019-07-12,2019-07-12,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),OAG-AD-16803861,0,4990,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/01/1970,785.0,2.0,Forward,Standard,No,Electric,VIC,49.0,none,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2017-kawasaki-ninja-300-abs-ex300b/OAG-AD-16803861/?Cr=26,4.0,0,174.0,Spoke,1405.0,715.0,2017,Dealer
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,grey,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),5297.0,2019-05-19,2019-07-06,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),SSE-AD-6097481,3095,4990,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/01/2020,785.0,2.0,Forward,Standard,No,Electric,VIC,49.0,Eltham_north,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2016-kawasaki-ninja-300-abs-ex300b-my17/SSE-AD-6097481/?Cr=27,4.0,0,174.0,Spoke,1405.0,715.0,2016,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,white,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),12880.0,2019-07-19,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),OAG-AD-17300583,0,4990,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/08/2019,785.0,2.0,Forward,Standard,No,Electric,VIC,49.0,none,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2013-kawasaki-ninja-300-abs-ex300b-my14/OAG-AD-17300583/?Cr=28,4.0,0,174.0,Spoke,1405.0,715.0,2013,Dealer
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,green,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),2116.0,2019-07-19,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),OAG-AD-17295433,0,4990,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/03/2019,785.0,2.0,Forward,Standard,No,Electric,VIC,49.0,none,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2014-kawasaki-ninja-300-abs-ex300b/OAG-AD-17295433/?Cr=29,4.0,0,174.0,Spoke,1405.0,715.0,2014,Dealer
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),24767.0,2019-07-19,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),OAG-AD-16587797,0,4990,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/07/2019,785.0,2.0,Forward,Standard,No,Electric,NSW,49.0,none,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2016-kawasaki-ninja-300-abs-ex300b/OAG-AD-16587797/?Cr=30,4.0,0,174.0,Spoke,1405.0,715.0,2016,Dealer
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),9491.0,2019-07-19,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),OAG-AD-16994210,0,4990,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/01/1970,785.0,2.0,Forward,Standard,No,Electric,QLD,49.0,none,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2016-kawasaki-ninja-300-abs-ex300b/OAG-AD-16994210/?Cr=31,4.0,0,174.0,Spoke,1405.0,715.0,2016,Dealer
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,green,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),12993.0,2019-07-19,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),OAG-AD-16964615,0,4990,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/03/2019,785.0,2.0,Forward,Standard,No,Electric,TAS,49.0,none,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2016-kawasaki-ninja-300-abs-ex300b/OAG-AD-16964615/?Cr=32,4.0,0,174.0,Spoke,1405.0,715.0,2016,Dealer
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,white,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),4717.0,2019-05-07,2019-06-23,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),SSE-AD-6076137,6036,4999,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/06/2019,785.0,2.0,Forward,Standard,No,Electric,WA,49.0,Butler,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2013-kawasaki-ninja-300-abs-ex300b-my14/SSE-AD-6076137/?Cr=33,4.0,0,174.0,Spoke,1405.0,715.0,2013,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),6971.0,2019-07-19,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),OAG-AD-17269247,0,4999,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/09/2019,785.0,2.0,Forward,Standard,No,Electric,QLD,49.0,none,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2016-kawasaki-ninja-300-abs-ex300b/OAG-AD-17269247/?Cr=34,4.0,0,174.0,Spoke,1405.0,715.0,2016,Dealer
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),5905.0,2019-07-19,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),OAG-AD-17150186,0,5190,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/01/2020,785.0,2.0,Forward,Standard,No,Electric,VIC,49.0,none,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2016-kawasaki-ninja-300-abs-ex300b/OAG-AD-17150186/?Cr=35,4.0,0,174.0,Spoke,1405.0,715.0,2016,Dealer
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,grey,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),13074.0,2019-05-14,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),SSE-AD-6034809,5067,5300,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/05/2019,785.0,2.0,Forward,Standard,No,Electric,SA,49.0,Norwood,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2017-kawasaki-ninja-300-abs-ex300b/SSE-AD-6034809/?Cr=36,4.0,0,174.0,Spoke,1405.0,715.0,2017,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,none,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),3209.543,2019-06-23,2019-06-23,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_(EX300B),SHRM-AD-483596,0,6199,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/01/1970,785.0,2.0,Forward,Standard,No,Electric,none,49.0,none,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2018-kawasaki-ninja-300-abs-ex300b-my17/SHRM-AD-483596/?Cr=37,4.0,0,174.0,Spoke,1405.0,715.0,2018,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,green,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),21999.0,2019-06-09,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300,SSE-AD-5604581,4069,3990,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/07/2019,785.0,2.0,Forward,Yes,No,Electric,QLD,49.0,Chapel_hill,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2015-kawasaki-ninja-300-abs-se-30th-anniversary/SSE-AD-5604581/?Cr=0,4.0,0,174.0,Spoke,1405.0,715.0,2015,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,orange,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),14831.0,2019-07-12,2019-07-12,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300,OAG-AD-17031154,0,3990,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/01/1970,785.0,2.0,Forward,Yes,No,Electric,QLD,49.0,none,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2014-kawasaki-ninja-300-abs-se-30th-anniversary-my15/OAG-AD-17031154/?Cr=1,4.0,0,174.0,Spoke,1405.0,715.0,2014,Dealer
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),555.0,2019-05-10,2019-06-30,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300,SSE-AD-6050849,3338,4200,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/06/2019,785.0,2.0,Forward,Yes,No,Electric,VIC,49.0,Brookfield,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2014-kawasaki-ninja-300-abs-se-30th-anniversary-my15/SSE-AD-6050849/?Cr=2,4.0,0,174.0,Spoke,1405.0,715.0,2014,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,orange,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),15222.0,2019-06-17,2019-06-17,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300,OAG-AD-17218811,0,4290,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/01/1970,785.0,2.0,Forward,Yes,No,Electric,QLD,49.0,none,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2014-kawasaki-ninja-300-abs-se-30th-anniversary-my15/OAG-AD-17218811/?Cr=3,4.0,0,174.0,Spoke,1405.0,715.0,2014,Dealer
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,green,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),15290.0,2019-06-30,2019-06-30,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300,OAG-AD-17236291,0,4499,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/01/1970,785.0,2.0,Forward,Yes,No,Electric,SA,49.0,none,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2015-kawasaki-ninja-300-abs-se-30th-anniversary/OAG-AD-17236291/?Cr=4,4.0,0,174.0,Spoke,1405.0,715.0,2015,Dealer
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,green,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),2822.0,2019-06-09,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300,SSE-AD-6105516,5045,4895,27.0,Double_Piston,Hydraulic,220.0,Shock,132.0,95.0,01/08/2019,785.0,2.0,Forward,Yes,No,Electric,SA,49.0,Glenelg_east,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2014-kawasaki-ninja-300-abs-se-30th-anniversary-my15/SSE-AD-6105516/?Cr=5,4.0,0,174.0,Spoke,1405.0,715.0,2014,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Slipper,green,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Four_Piston,Disc,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),16470.0,2019-05-19,2019-06-17,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_Edition,SSE-AD-6096489,4064,2700,27.0,Single_Piston,Disc,220.0,Shock,132.0,95.0,01/08/2019,785.0,2.0,Forward,No,Standard,Electric,QLD,49.0,Paddington,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2012-kawasaki-ninja-300-abs-special-edition-my13/SSE-AD-6096489/?Cr=0,4.0,0,174.0,Spoke,1405.0,715.0,2012,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Slipper,green,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Four_Piston,Disc,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),24400.0,2019-05-26,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_Edition,SSE-AD-6108612,4557,3000,27.0,Single_Piston,Disc,220.0,Shock,132.0,95.0,01/11/2019,785.0,2.0,Forward,No,Standard,Electric,QLD,49.0,Mountain_creek,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2013-kawasaki-ninja-300-abs-special-edition/SSE-AD-6108612/?Cr=1,4.0,0,174.0,Spoke,1405.0,715.0,2013,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Slipper,green,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Four_Piston,Disc,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),21400.0,2019-05-26,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_Edition,SSE-AD-5979903,4575,3000,27.0,Single_Piston,Disc,220.0,Shock,132.0,95.0,01/11/2019,785.0,2.0,Forward,No,Standard,Electric,QLD,49.0,Birtinya,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2013-kawasaki-ninja-300-abs-special-edition/SSE-AD-5979903/?Cr=2,4.0,0,174.0,Spoke,1405.0,715.0,2013,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,green,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Disc,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),17800.0,2019-06-07,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_Edition,SSE-AD-6096196,4121,3500,27.0,Double_Piston,Disc,220.0,Shock,132.0,95.0,01/07/2019,785.0,2.0,Forward,Standard,Standard,Electric,QLD,49.0,Holland_park,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2016-kawasaki-ninja-300-abs-special-edition/SSE-AD-6096196/?Cr=4,4.0,0,174.0,Spoke,1405.0,715.0,2016,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Disc,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),33000.0,2019-05-20,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_Edition,SSE-AD-6008035,4500,3600,27.0,Double_Piston,Disc,220.0,Shock,132.0,95.0,01/04/2019,785.0,2.0,Forward,No,Standard,Electric,QLD,49.0,Strathpine,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2015-kawasaki-ninja-300-abs-special-edition/SSE-AD-6008035/?Cr=6,4.0,0,174.0,Spoke,1405.0,715.0,2015,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Disc,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),5722.0,2019-06-10,2019-07-19,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_Edition,SSE-AD-6083152,4209,3800,27.0,Double_Piston,Disc,220.0,Shock,132.0,95.0,01/07/2019,785.0,2.0,Forward,Standard,Standard,Electric,QLD,49.0,Coomera,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2016-kawasaki-ninja-300-abs-special-edition/SSE-AD-6083152/?Cr=7,4.0,0,174.0,Spoke,1405.0,715.0,2016,Private
Standard,No,62.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,10.0,Liquid,JAPAN,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-17,Steel,Double_Piston,Disc,290.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,140.0,1110.0,CDI_(Capacitive_Discharge_Ignition),11891.0,2019-06-06,2019-07-12,Yes,2015.0,No,Kawasaki,29.0,11000.0,30.0,10000.0,Ninja_300_Edition,SSE-AD-6123464,2530,3900,27.0,Double_Piston,Disc,220.0,Shock,132.0,95.0,01/11/2019,785.0,2.0,Forward,Standard,Standard,Electric,NSW,49.0,Dapto,Dual_Sided,32.0,No,93.0,https://www.bikesales.com.au/bikes/details/2016-kawasaki-ninja-300-abs-special-edition/SSE-AD-6123464/?Cr=8,4.0,0,174.0,Spoke,1405.0,715.0,2016,Private
