ABS,Adjustable_Seat,Bore,Cam_Type,Carburettor,Charging_Method,Clutch_Type,Colour,Compression_Ratio,Cooling,Country_of_Origin,Cylinders,Drive_Type,Dry_Weight,Engine_Config,Engine_Description,Engine_Stroke,Engine_Type,Engine_Voltage,Exhaust_Config,First_Seen,Frame_Material,Front_Brake_Caliper(s),Front_Brake_Description,Front_Brake_Diameter,Front_Suspension,Front_Suspension_Travel,Fuel_Tank_Capacity,Gear_Change_Method,Gear_Number,Gear_Type,Ground_Clearance,Height,Ignition,Kilometers,Last_Modified,Last_Seen,Learner_Approved,Length,Linked_Braking_System,Make,Maximum_Power,Maximum_Power_RPM,Maximum_Torque,Maximum_Torque_RPM,Model,Network_ID,Postcode,Price,Rake_(Caster_Angle),Rear_Brake_Caliper(s),Rear_Brake_Description,Rear_Brake_Diameter,Rear_Suspension,Rear_Suspension_Travel,Recommended_RON,Registration_Expiry,Seat_Height,Seating_Capacity,Seating_Position,Side_Stand,Side_Stand_Start_Inhibitor,Starter,State,Stroke,Suburb,Swingarm_Type,Throttle_Bore,Traction_Control,Trail,URL,Valves_Per_Cylinder,Warranty_in_Months_from_First_Registration,Wet_Operational_Weight,Wheel_Type,Wheelbase,Width,Release_Year,Seller
No,No,72.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,none,12.0,Liquid,JAPAN,4.0,Chain,163.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Six_Piston,Hydraulic,310.0,Inverted,120.0,18.0,Left_foot_lever,6.0,Manual,130.0,1165.0,Digital_Electronic,51636.0,2019-07-19,2019-07-19,No,2100.0,No,Suzuki,110.37,11973.0,89.0,11793.0,GSXR750,OAG-AD-16413056,0,5490,24.0,Single_Piston,Disc,226.84255434782608,Spring,133.0,95.0,01/01/2019,830.0,2.0,Forward,Standard,No,Electric,NSW,46.0,none,Dual_Sided,46.0,No,96.0,https://www.bikesales.com.au/bikes/details/2005-suzuki-gsx-r750/OAG-AD-16413056/?Cr=12,4.0,0,186.0,Spoke,1410.0,720.0,2005,Dealer
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1125.0,Electronic,55988.0,2019-07-19,2019-07-19,No,2040.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,OAG-AD-17199857,0,5990,24.0,Single_Piston,Hydraulic,220.0,Shock,130.0,95.0,01/06/2019,810.0,2.0,Forward,Standard,No,Electric,QLD,48.7,none,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2008-suzuki-gsx-r750-my09/OAG-AD-17199857/?Cr=13,4.0,0,168.0,Spoke,1405.0,715.0,2008,Dealer
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,163.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Disc,310.0,Telescopic,120.0,16.5,Left_foot_lever,6.0,Manual,130.0,1165.0,Digital_Electronic,42000.0,2019-06-16,2019-06-23,No,2040.0,No,Suzuki,110.37,11973.0,89.0,11793.0,GSXR750,SSE-AD-6145096,3350,5995,24.0,Double_Piston,Disc,220.0,Adjustable,133.0,95.0,01/01/2020,810.0,2.0,Forward,Standard,No,Electric,VIC,48.7,Mount_clear,Dual_Sided,46.0,No,96.0,https://www.bikesales.com.au/bikes/details/2007-suzuki-gsx-r750/SSE-AD-6145096/?Cr=14,4.0,0,186.0,Spoke,1400.0,715.0,2007,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,163.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Disc,310.0,Telescopic,120.0,16.5,Left_foot_lever,6.0,Manual,130.0,1165.0,Digital_Electronic,16500.0,2019-06-12,2019-06-23,No,2040.0,No,Suzuki,110.37,11973.0,89.0,11793.0,GSXR750,SSE-AD-6054030,2250,6000,24.0,Double_Piston,Disc,220.0,Adjustable,133.0,95.0,01/07/2019,810.0,2.0,Forward,Standard,No,Electric,NSW,48.7,Lisarow,Dual_Sided,46.0,No,96.0,https://www.bikesales.com.au/bikes/details/2007-suzuki-gsx-r750/SSE-AD-6054030/?Cr=15,4.0,0,186.0,Spoke,1400.0,715.0,2007,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1125.0,Electronic,22164.0,2019-06-04,2019-07-19,No,2040.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,SSE-AD-6099938,6109,6200,24.0,Single_Piston,Hydraulic,220.0,Spring,133.0,95.0,01/11/2019,810.0,2.0,Forward,Standard,No,Electric,WA,48.7,Maddington,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2008-suzuki-gsx-r750/SSE-AD-6099938/?Cr=16,4.0,0,186.0,Spoke,1405.0,715.0,2008,Private
No,No,73.0,DOHC_(Double_Over_Head_Cam),Carburettor,Engine,Multi_plate,red,10.0,Air_&_Oil,JAPAN,4.0,Chain,176.0,Inline,750,4.0,Piston,12.0,4_into_2,2019-06-18,Aluminium,Double_Piston,Hydraulic,310.0,Telescopic,120.0,18.5,Left_foot_lever,6.0,Manual,140.0,1200.0,CDI_(Capacitive_Discharge_Ignition),53254.0,2019-05-07,2019-07-19,No,2130.0,No,Suzuki,74.57,10500.0,89.0,11793.0,GSXR750,SSE-AD-6075944,6159,6250,24.0,Single_Piston,Hydraulic,226.84255434782608,Shock,130.0,91.0,01/01/1970,755.0,2.0,Forward,Yes,No,Electric,WA,44.7,North_fremantle,Dual_Sided,36.0,No,96.0,https://www.bikesales.com.au/bikes/details/1988-suzuki-gsx-r750/SSE-AD-6075944/?Cr=17,4.0,0,186.0,Spoke,1425.0,620.0,1988,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Upside_Down,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1125.0,Electronic,37471.0,2019-06-15,2019-07-19,No,2040.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,SSE-AD-5946160,6168,6350,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/09/2019,810.0,2.0,Forward,Standard,No,Electric,WA,48.7,Hillman,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2010-suzuki-gsx-r750/SSE-AD-5946160/?Cr=18,4.0,24,198.0,Spoke,1405.0,715.0,2010,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Upside_Down,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1125.0,Electronic,28000.0,2019-06-02,2019-06-23,No,2040.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,SSE-AD-5926347,2912,6500,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/08/2019,810.0,2.0,Forward,Standard,No,Electric,ACT,48.7,Gungahlin,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2010-suzuki-gsx-r750/SSE-AD-5926347/?Cr=19,4.0,24,198.0,Spoke,1405.0,715.0,2010,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,white,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Upside_Down,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1125.0,Electronic,23872.0,2019-07-19,2019-07-19,No,2040.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,OAG-AD-17228989,0,6990,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/07/2019,810.0,2.0,Forward,Standard,No,Electric,WA,48.7,none,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2010-suzuki-gsx-r750/OAG-AD-17228989/?Cr=21,4.0,24,198.0,Spoke,1405.0,715.0,2010,Dealer
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,brown,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Upside_Down,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1125.0,Electronic,30128.0,2019-05-14,2019-07-19,No,2040.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,SSE-AD-5855195,2615,7000,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/01/1970,810.0,2.0,Forward,Standard,No,Electric,ACT,48.7,Dunlop,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2010-suzuki-gsx-r750/SSE-AD-5855195/?Cr=22,4.0,24,198.0,Spoke,1405.0,715.0,2010,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Calliper,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,132.0,1135.0,CDI_(Capacitive_Discharge_Ignition),36000.0,2019-05-08,2019-06-23,No,2030.0,No,Suzuki,110.0,11973.0,90.0,12000.0,GSXR750,SSE-AD-5789870,3163,7000,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/08/2019,810.0,2.0,Forward,Standard,No,Electric,VIC,48.7,Carnegie,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2013-suzuki-gsx-r750/SSE-AD-5789870/?Cr=23,4.0,24,190.0,Spoke,1390.0,710.0,2013,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,none,12.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1125.0,Electronic,28662.0,2019-07-06,2019-07-06,No,2040.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,OAG-AD-17097713,0,7490,24.0,Single_Piston,Hydraulic,220.0,Shock,130.0,95.0,01/05/2019,810.0,2.0,Forward,Standard,No,Electric,VIC,48.7,none,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2008-suzuki-gsx-r750-my09/OAG-AD-17097713/?Cr=25,4.0,0,168.0,Spoke,1405.0,715.0,2008,Dealer
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,white,12.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1125.0,Electronic,23000.0,2019-06-18,2019-06-18,No,2040.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,OAG-AD-17136288,0,7490,24.0,Single_Piston,Hydraulic,220.0,Shock,130.0,95.0,01/01/1970,810.0,2.0,Forward,Standard,No,Electric,NSW,48.7,none,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2008-suzuki-gsx-r750-my09/OAG-AD-17136288/?Cr=26,4.0,0,168.0,Spoke,1405.0,715.0,2008,Dealer
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Calliper,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,132.0,1135.0,Electronic,43600.0,2019-05-21,2019-07-19,No,2030.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,SSE-AD-5419364,4570,7500,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/07/2019,810.0,2.0,Forward,Standard,No,Electric,QLD,48.7,Gympie,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2011-suzuki-gsx-r750/SSE-AD-5419364/?Cr=27,4.0,24,168.0,Spoke,1390.0,710.0,2011,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Calliper,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,132.0,1135.0,Electronic,29000.0,2019-06-02,2019-07-19,No,2030.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,SSE-AD-6066842,2168,7800,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/09/2019,810.0,2.0,Forward,Standard,No,Electric,NSW,48.7,Hinchinbrook,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2011-suzuki-gsx-r750/SSE-AD-6066842/?Cr=29,4.0,24,168.0,Spoke,1390.0,710.0,2011,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,white,12.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1125.0,Electronic,36258.0,2019-07-19,2019-07-19,No,2040.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,OAG-AD-17235664,0,7990,24.0,Single_Piston,Hydraulic,220.0,Shock,130.0,95.0,01/01/1970,810.0,2.0,Forward,Standard,No,Electric,VIC,48.7,none,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2008-suzuki-gsx-r750-my09/OAG-AD-17235664/?Cr=30,4.0,0,168.0,Spoke,1405.0,715.0,2008,Dealer
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Calliper,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,132.0,1135.0,Electronic,15646.0,2019-07-19,2019-07-19,No,2030.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,OAG-AD-17231916,0,7990,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/01/1970,810.0,2.0,Forward,Standard,No,Electric,VIC,48.7,none,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2011-suzuki-gsx-r750/OAG-AD-17231916/?Cr=31,4.0,24,168.0,Spoke,1390.0,710.0,2011,Dealer
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1125.0,Electronic,5947.0,2019-06-14,2019-07-19,No,2040.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,SSE-AD-6034489,2230,7999,24.0,Single_Piston,Hydraulic,220.0,Shock,130.0,95.0,01/08/2019,810.0,2.0,Forward,Standard,No,Electric,NSW,48.7,Bundeena,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2009-suzuki-gsx-r750/SSE-AD-6034489/?Cr=33,4.0,0,168.0,Spoke,1405.0,715.0,2009,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Calliper,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,132.0,1135.0,Electronic,16400.0,2019-05-15,2019-06-23,No,2030.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,SSE-AD-5847105,3199,8000,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/10/2019,810.0,2.0,Forward,Standard,No,Electric,VIC,48.7,Frankston_south,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2011-suzuki-gsx-r750/SSE-AD-5847105/?Cr=34,4.0,24,168.0,Spoke,1390.0,710.0,2011,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,163.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Disc,310.0,Telescopic,120.0,16.5,Left_foot_lever,6.0,Manual,130.0,1165.0,Digital_Electronic,11173.0,2019-05-25,2019-07-19,No,2040.0,No,Suzuki,110.37,11973.0,89.0,11793.0,GSXR750,SSE-AD-5845365,3193,8100,24.0,Double_Piston,Disc,220.0,Adjustable,133.0,95.0,01/03/2020,810.0,2.0,Forward,Standard,No,Electric,VIC,48.7,Beaumaris,Dual_Sided,46.0,No,96.0,https://www.bikesales.com.au/bikes/details/2007-suzuki-gsx-r750/SSE-AD-5845365/?Cr=35,4.0,0,186.0,Spoke,1400.0,715.0,2007,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1125.0,Electronic,5933.0,2019-06-12,2019-07-19,No,2040.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,SSE-AD-5959789,2484,8250,24.0,Single_Piston,Hydraulic,220.0,Spring,133.0,95.0,01/01/1970,810.0,2.0,Forward,Standard,No,Electric,NSW,48.7,Murwillumbah,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2008-suzuki-gsx-r750/SSE-AD-5959789/?Cr=37,4.0,0,186.0,Spoke,1405.0,715.0,2008,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Calliper,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,132.0,1135.0,Electronic,7635.0,2019-07-19,2019-07-19,No,2030.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,OAG-AD-17182331,0,8390,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/01/1970,810.0,2.0,Forward,Standard,No,Electric,WA,48.7,none,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2011-suzuki-gsx-r750/OAG-AD-17182331/?Cr=38,4.0,24,168.0,Spoke,1390.0,710.0,2011,Dealer
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,none,12.0,Liquid,JAPAN,4.0,Chain,167.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Inverted,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1125.0,Electronic,27000.0,2019-07-19,2019-07-19,No,2040.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,OAG-AD-17261032,0,8490,24.0,Single_Piston,Hydraulic,220.0,Shock,130.0,95.0,01/01/1970,810.0,2.0,Forward,Standard,No,Electric,VIC,48.7,none,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2009-suzuki-gsx-r750/OAG-AD-17261032/?Cr=39,4.0,0,168.0,Spoke,1405.0,715.0,2009,Dealer
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Upside_Down,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1125.0,Electronic,9800.0,2019-05-22,2019-07-12,No,2040.0,No,Suzuki,108.85,11973.0,90.0,12000.0,GSXR750,SSE-AD-5259161,3631,8500,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/01/2020,810.0,2.0,Forward,Standard,No,Electric,VIC,48.7,Shepparton_north,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2010-suzuki-gsx-r750/SSE-AD-5259161/?Cr=40,4.0,24,198.0,Spoke,1405.0,715.0,2010,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Calliper,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,132.0,1135.0,CDI_(Capacitive_Discharge_Ignition),21625.0,2019-05-23,2019-07-12,No,2030.0,No,Suzuki,110.0,11973.0,90.0,12000.0,GSXR750,SSE-AD-6072821,4178,9000,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/10/2019,810.0,2.0,Forward,Standard,No,Electric,QLD,48.7,Wynnum,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2013-suzuki-gsx-r750/SSE-AD-6072821/?Cr=42,4.0,24,190.0,Spoke,1390.0,710.0,2013,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,132.0,1135.0,Electronic,4180.0,2019-06-17,2019-06-23,No,2030.0,No,Suzuki,110.0,11973.0,90.0,12000.0,GSXR750,SSE-AD-6135845,4563,9250,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/11/2019,810.0,2.0,Forward,Standard,No,Electric,QLD,48.7,Cooroy,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2015-suzuki-gsx-r750-my16/SSE-AD-6135845/?Cr=43,4.0,24,190.0,Spoke,1390.0,710.0,2015,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,yellow,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Calliper,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,132.0,1135.0,CDI_(Capacitive_Discharge_Ignition),26000.0,2019-06-12,2019-07-19,No,2030.0,No,Suzuki,110.0,11973.0,90.0,12000.0,GSXR750,SSE-AD-6041210,3752,9499,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/09/2019,810.0,2.0,Forward,Standard,No,Electric,VIC,48.7,South_morang,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2012-suzuki-gsx-r750/SSE-AD-6041210/?Cr=44,4.0,24,190.0,Spoke,1390.0,710.0,2012,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,132.0,1135.0,Electronic,10828.0,2019-07-19,2019-07-19,No,2030.0,No,Suzuki,110.0,11973.0,90.0,12000.0,GSXR750,OAG-AD-17209329,0,9500,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/01/1970,810.0,2.0,Forward,Standard,No,Electric,QLD,48.7,none,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2016-suzuki-gsx-r750/OAG-AD-17209329/?Cr=45,4.0,24,190.0,Spoke,1390.0,710.0,2016,Dealer
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,yellow,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Calliper,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,132.0,1135.0,CDI_(Capacitive_Discharge_Ignition),10355.0,2019-06-13,2019-07-19,No,2030.0,No,Suzuki,110.0,11973.0,90.0,12000.0,GSXR750,SSE-AD-6047194,3978,9700,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/10/2019,810.0,2.0,Forward,Standard,No,Electric,VIC,48.7,Clyde_north,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2012-suzuki-gsx-r750/SSE-AD-6047194/?Cr=46,4.0,24,190.0,Spoke,1390.0,710.0,2012,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-18,Aluminium,Four_Piston,Hydraulic,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,132.0,1135.0,Electronic,5314.0,2019-07-06,2019-07-06,No,2030.0,No,Suzuki,110.0,11973.0,90.0,12000.0,GSXR750,OAG-AD-16960741,0,9990,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/01/1970,810.0,2.0,Forward,Standard,No,Electric,VIC,48.7,none,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2015-suzuki-gsx-r750/OAG-AD-16960741/?Cr=47,4.0,24,190.0,Spoke,1390.0,710.0,2015,Dealer
