Bore,Compression_Ratio,Cylinders,Engine_Stroke,Engine_Voltage,Front_Brake_Diameter,Front_Suspension_Travel,Fuel_Tank_Capacity,Gear_Number,Ground_Clearance,Height,Kilometers,Length,Maximum_Power,Maximum_Power_RPM,Price,Rake_(Caster_Angle),Rear_Brake_Diameter,Rear_Suspension_Travel,Recommended_RON,Seating_Capacity,Stroke,Throttle_Bore,Trail,Valves_Per_Cylinder,Wet_Operational_Weight,Wheelbase,Width,Remaining_Warranty,Remaining_Registration,Age,Live_Add,Engine_Size,ABS,Adjustable_Seat,Cam_Type,Carburettor,Charging_Method,Clutch_Type,Colour,Cooling,Country_of_Origin,Drive_Type,Engine_Config,Engine_Type,Exhaust_Config,First_Seen,Frame_Material,Front_Brake_Caliper(s),Front_Brake_Description,Front_Suspension,Gear_Change_Method,Gear_Type,Ignition,Last_Modified,Last_Seen,Learner_Approved,Linked_Braking_System,Model,Postcode,Rear_Brake_Caliper(s),Rear_Brake_Description,Rear_Suspension,Seating_Position,Side_Stand,Side_Stand_Start_Inhibitor,Starter,State,Suburb,Swingarm_Type,Traction_Control,URL,Wheel_Type,Seller,Brand,Sold
67.0,11.0,4.0,4.0,12.0,320.0,108.0,17.3,6.0,130.0,1145.0,23740.0,2110.0,52.0,6278.0,7990,25.3,240.0,128.0,95.0,2.0,46.0,36.083,101.0,4.0,211.0,1450.0,755.0,33,0,3,32.0,650,Standard,No,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,Liquid,THAILAND,Chain,Inline,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-07-19,2019-07-19,Yes,No,CBR650F_LAMS_(CBR650FL),0,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,VIC,none,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2016-honda-cbr650f-lams-cbr650fl/OAG-AD-17184486/?Cr=11,Spoke,Dealer,Honda,For Sale
67.0,11.0,4.0,4.0,12.0,320.0,108.0,17.3,6.0,130.0,1145.0,8600.0,2110.0,52.0,6278.0,8000,25.3,240.0,128.0,95.0,2.0,46.0,36.083,101.0,4.0,211.0,1450.0,755.0,33,1,3,32.0,650,Standard,No,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,Liquid,THAILAND,Chain,Inline,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-10,2019-07-19,Yes,No,CBR650F_LAMS_(CBR650FL),3805,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,VIC,Narre_warren_south,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2016-honda-cbr650f-lams-cbr650fl/SSE-AD-6084265/?Cr=12,Spoke,Private,Honda,For Sale
67.0,11.0,4.0,4.0,12.0,320.0,108.0,17.3,6.0,150.0,1145.0,6400.0,2110.0,52.0,6278.0,8490,25.3,240.0,128.0,95.0,2.0,46.0,32.0,101.0,4.0,213.0,1450.0,755.0,9,0,1,32.0,650,Standard,No,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,Liquid,THAILAND,Chain,Inline,Piston,4_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-07-19,2019-07-19,Yes,No,CBR650F_LAMS_(CBR650FL),0,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,NSW,none,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2018-honda-cbr650f-lams-cbr650fl/OAG-AD-16648960/?Cr=14,Spoke,Dealer,Honda,For Sale
67.0,11.0,4.0,4.0,12.0,320.0,108.0,17.3,6.0,150.0,1145.0,1100.0,2110.0,52.0,6278.0,8499,25.3,240.0,128.0,95.0,2.0,46.0,32.0,101.0,4.0,213.0,1450.0,755.0,21,0,2,32.0,650,Standard,No,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,Liquid,THAILAND,Chain,Inline,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-07,2019-07-19,Yes,No,CBR650F_LAMS_(CBR650FL),2136,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,NSW,Strathfield_south,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2017-honda-cbr650f-lams-cbr650fl/SSE-AD-5954424/?Cr=15,Spoke,Private,Honda,For Sale
67.0,11.0,4.0,4.0,12.0,320.0,108.0,17.3,6.0,150.0,1145.0,6500.0,2110.0,52.0,6278.0,8600,25.3,240.0,128.0,95.0,2.0,46.0,32.0,101.0,4.0,213.0,1450.0,755.0,24,0,0,25.0,650,Standard,No,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Alternator_&_Regulator-Rectifier,Multi_plate,black,Liquid,THAILAND,Chain,Inline,Piston,4_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-05-19,2019-07-12,Yes,No,CBR650F_LAMS_(CBR650FL),6021,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,WA,Stirling,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2019-honda-cbr650f-lams-cbr650fl-my18/SSE-AD-6096485/?Cr=18,Spoke,Private,Honda,Sold
67.0,11.0,4.0,4.0,12.0,320.0,108.0,17.3,6.0,130.0,1145.0,6200.0,2110.0,52.0,6278.0,8690,25.3,240.0,128.0,95.0,2.0,46.0,36.083,101.0,4.0,211.0,1450.0,755.0,33,0,3,32.0,650,Standard,No,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,Liquid,THAILAND,Chain,Inline,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-07-19,2019-07-19,Yes,No,CBR650F_LAMS_(CBR650FL),0,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,QLD,none,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2016-honda-cbr650f-lams-cbr650fl/OAG-AD-15738399/?Cr=19,Spoke,Dealer,Honda,For Sale
67.0,11.0,4.0,4.0,12.0,320.0,108.0,17.3,6.0,150.0,1145.0,398.0,2110.0,52.0,6278.0,8700,25.3,240.0,128.0,95.0,2.0,46.0,32.0,101.0,4.0,213.0,1450.0,755.0,21,7,2,32.0,650,Standard,No,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,Liquid,THAILAND,Chain,Inline,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-17,2019-07-19,Yes,No,CBR650F_LAMS_(CBR650FL),2529,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,NSW,Shellharbour,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2017-honda-cbr650f-lams-cbr650fl/SSE-AD-6107124/?Cr=20,Spoke,Private,Honda,For Sale
67.0,11.0,4.0,4.0,12.0,320.0,108.0,17.3,6.0,130.0,1145.0,4081.0,2110.0,52.0,6278.0,8990,25.3,240.0,128.0,95.0,2.0,46.0,36.083,101.0,4.0,211.0,1450.0,755.0,33,0,3,32.0,650,Standard,No,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,none,Liquid,THAILAND,Chain,Inline,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-07-19,2019-07-19,Yes,No,CBR650F_LAMS_(CBR650FL),0,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,NSW,none,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2016-honda-cbr650f-lams-cbr650fl/OAG-AD-16767109/?Cr=21,Spoke,Dealer,Honda,For Sale
67.0,11.0,4.0,4.0,12.0,320.0,108.0,17.3,6.0,130.0,1145.0,4553.0,2110.0,52.0,6278.0,8990,25.3,240.0,128.0,95.0,2.0,46.0,36.083,101.0,4.0,211.0,1450.0,755.0,33,0,3,6.0,650,Standard,No,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,Liquid,THAILAND,Chain,Inline,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-23,2019-06-23,Yes,No,CBR650F_LAMS_(CBR650FL),0,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,NSW,none,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2016-honda-cbr650f-lams-cbr650fl/OAG-AD-17062590/?Cr=22,Spoke,Dealer,Honda,Sold
67.0,11.0,4.0,4.0,12.0,320.0,108.0,17.3,6.0,130.0,1145.0,4900.0,2110.0,52.0,6278.0,8999,25.3,240.0,128.0,95.0,2.0,46.0,36.083,101.0,4.0,211.0,1450.0,755.0,33,2,3,32.0,650,Standard,No,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,Liquid,THAILAND,Chain,Inline,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-05-30,2019-07-19,Yes,No,CBR650F_LAMS_(CBR650FL),4213,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,QLD,Mudgeeraba,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2016-honda-cbr650f-lams-cbr650fl/SSE-AD-6113484/?Cr=24,Spoke,Private,Honda,For Sale
67.0,11.0,4.0,4.0,12.0,320.0,108.0,17.3,6.0,150.0,1145.0,3209.543,2110.0,52.0,6278.0,9999,25.3,240.0,128.0,95.0,2.0,46.0,32.0,101.0,4.0,213.0,1450.0,755.0,9,0,1,32.0,650,Standard,No,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,Liquid,THAILAND,Chain,Inline,Piston,4_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-07-19,2019-07-19,Yes,No,CBR650F_LAMS_(CBR650FL),0,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,VIC,none,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2018-honda-cbr650f-lams-cbr650fl/OAG-AD-16904375/?Cr=26,Spoke,Dealer,Honda,For Sale
67.0,11.0,4.0,4.0,12.0,320.0,108.0,17.3,6.0,150.0,1145.0,3209.543,2110.0,52.0,6278.0,10490,25.3,240.0,128.0,95.0,2.0,46.0,32.0,101.0,4.0,213.0,1450.0,755.0,9,0,1,13.0,650,Standard,No,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,Liquid,THAILAND,Chain,Inline,Piston,4_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-30,2019-06-30,Yes,No,CBR650F_LAMS_(CBR650FL),0,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,QLD,none,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2018-honda-cbr650f-lams-cbr650fl/OAG-AD-17294825/?Cr=27,Spoke,Dealer,Honda,Sold
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,14078.0,2085.0,23.4,11000.0,1200,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,0,0,9,32.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Engine,Multi_plate,red,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-07,2019-07-19,Yes,No,Ninja_250R_(EX250J),4503,Single_Piston,Hydraulic,Shock,Forward,Yes,No,Electric,QLD,Kallangur,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2010-kawasaki-ninja-250r-ex250j/SSE-AD-6119638/?Cr=0,Spoke,Private,Kawasaki,For Sale
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,35000.0,2085.0,23.4,11000.0,1400,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,0,0,10,32.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Engine,Multi_plate,black,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-15,2019-07-19,Yes,No,Ninja_250R_(EX250J),6000,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,WA,Perth,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2009-kawasaki-ninja-250r-ex250j/SSE-AD-6082517/?Cr=1,Spoke,Private,Kawasaki,For Sale
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,13600.0,2085.0,23.4,11000.0,1800,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.0,1390.0,715.0,81,0,7,25.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Alternator_&_Regulator-Rectifier,Multi_plate,green,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-07,2019-07-12,Yes,No,Ninja_250R_(EX250J),4415,Single_Piston,Disc,Spring,Forward,Standard,No,Electric,QLD,Miles,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2012-kawasaki-ninja-250r-ex250j/SSE-AD-6098648/?Cr=3,Spoke,Private,Kawasaki,Sold
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,41200.0,2085.0,23.4,11000.0,1900,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,93,4,8,32.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Alternator_&_Regulator-Rectifier,Multi_plate,red,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-09,2019-07-19,Yes,No,Ninja_250R_(EX250J),6110,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,WA,Gosnells,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-250r-ex250j/SSE-AD-6104669/?Cr=4,Spoke,Private,Kawasaki,For Sale
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,21340.0,2085.0,23.4,11000.0,1980,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,0,0,10,13.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Engine,Multi_plate,black,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-13,2019-06-30,Yes,No,Ninja_250R_(EX250J),3072,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,VIC,Preston,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2009-kawasaki-ninja-250r-ex250j/SSE-AD-6142102/?Cr=5,Spoke,Private,Kawasaki,Sold
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,20513.0,2085.0,23.4,11000.0,1990,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,0,6,10,6.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Engine,Multi_plate,blue,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-23,2019-06-23,Yes,No,Ninja_250R_(EX250J),0,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,QLD,none,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2009-kawasaki-ninja-250r-ex250j-my10/OAG-AD-17125243/?Cr=6,Spoke,Dealer,Kawasaki,Sold
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,39085.0,2085.0,23.4,11000.0,1990,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,0,0,9,32.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Engine,Multi_plate,black,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-07-19,2019-07-19,Yes,No,Ninja_250R_(EX250J),0,Single_Piston,Hydraulic,Shock,Forward,Yes,No,Electric,QLD,none,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2010-kawasaki-ninja-250r-ex250j/OAG-AD-17169915/?Cr=7,Spoke,Dealer,Kawasaki,For Sale
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,40700.0,2085.0,23.4,11000.0,2000,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,0,0,10,32.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Engine,Multi_plate,blue,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-05-15,2019-07-19,Yes,No,Ninja_250R_(EX250J),4113,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,QLD,Eight_mile_plains,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2009-kawasaki-ninja-250r-ex250j/SSE-AD-5981909/?Cr=8,Spoke,Private,Kawasaki,For Sale
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,21000.0,2085.0,23.4,11000.0,2000,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,93,4,8,25.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Alternator_&_Regulator-Rectifier,Multi_plate,red,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-05-22,2019-07-12,Yes,No,Ninja_250R_(EX250J),2196,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,NSW,Roselands,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-250r-ex250j/SSE-AD-6037767/?Cr=9,Spoke,Private,Kawasaki,Sold
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,42823.0,2085.0,23.4,11000.0,2000,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,0,0,11,32.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Engine,Multi_plate,blue,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-15,2019-07-19,Yes,No,Ninja_250R_(EX250J),3025,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,VIC,Altona_north,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-250r-ex250j-my09/SSE-AD-5846130/?Cr=10,Spoke,Private,Kawasaki,For Sale
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,56000.0,2085.0,23.4,11000.0,2200,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,93,0,8,32.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Alternator_&_Regulator-Rectifier,Multi_plate,green,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-13,2019-07-19,Yes,No,Ninja_250R_(EX250J),3006,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,VIC,South_wharf,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-250r-ex250j-my12/SSE-AD-6140834/?Cr=11,Spoke,Private,Kawasaki,For Sale
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,18287.0,2085.0,23.4,11000.0,2200,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.0,1390.0,715.0,81,0,7,32.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Alternator_&_Regulator-Rectifier,Multi_plate,black,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-11,2019-07-19,Yes,No,Ninja_250R_(EX250J),2026,Single_Piston,Disc,Spring,Forward,Standard,No,Electric,NSW,Bondi,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2012-kawasaki-ninja-250r-ex250j/SSE-AD-6136163/?Cr=12,Spoke,Private,Kawasaki,For Sale
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,58433.0,2085.0,23.4,11000.0,2200,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,93,2,8,6.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Alternator_&_Regulator-Rectifier,Multi_plate,red,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-04,2019-06-23,Yes,No,Ninja_250R_(EX250J),4131,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,QLD,Loganlea,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-250r-ex250j/SSE-AD-6125851/?Cr=13,Spoke,Private,Kawasaki,Sold
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,6938.0,2085.0,23.4,11000.0,2350,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,0,0,11,0.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Engine,Multi_plate,green,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-05-06,2019-06-17,Yes,No,Ninja_250R_(EX250J),2866,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,NSW,Molong,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-250r-ex250j-my09/SSE-AD-5972789/?Cr=14,Spoke,Private,Kawasaki,Sold
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,23946.0,2085.0,23.4,11000.0,2400,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,166.0,1400.0,715.0,0,4,11,0.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Engine,Multi_plate,black,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-05-31,2019-06-17,Yes,No,Ninja_250R_(EX250J),2049,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,NSW,Lewisham,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2008-kawasaki-ninja-250r-ex250j/SSE-AD-6081999/?Cr=15,Spoke,Private,Kawasaki,Sold
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,9300.0,2085.0,23.4,11000.0,2400,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,93,0,8,32.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Alternator_&_Regulator-Rectifier,Multi_plate,red,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-06-15,2019-07-19,Yes,No,Ninja_250R_(EX250J),6171,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,WA,Baldivis,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-250r-ex250j/SSE-AD-6088484/?Cr=16,Spoke,Private,Kawasaki,For Sale
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,59200.0,2085.0,23.4,11000.0,2490,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,93,0,8,6.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Alternator_&_Regulator-Rectifier,Multi_plate,black,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-05-21,2019-06-23,Yes,No,Ninja_250R_(EX250J),4212,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,QLD,Hope_island,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-250r-ex250j-my12/SSE-AD-6097074/?Cr=17,Spoke,Private,Kawasaki,Sold
62.0,11.0,2.0,4.0,12.0,290.0,120.0,18.0,6.0,130.0,1110.0,7090.0,2085.0,23.4,11000.0,2499,26.0,220.0,130.0,95.0,2.0,41.2,30.0,82.0,4.0,169.61,1400.0,715.0,93,0,8,6.0,250,No,No,DOHC_(Double_Over_Head_Cam),Constant_velocity,Alternator_&_Regulator-Rectifier,Multi_plate,black,Liquid,JAPAN,Chain,Parallel,Piston,2_into_1,2019-06-17,Steel,Double_Piston,Hydraulic,Telescopic,Left_foot_lever,Manual,CDI_(Capacitive_Discharge_Ignition),2019-05-04,2019-06-23,Yes,No,Ninja_250R_(EX250J),6210,Single_Piston,Hydraulic,Shock,Forward,Standard,No,Electric,WA,Madora_bay,Dual_Sided,No,https://www.bikesales.com.au/bikes/details/2011-kawasaki-ninja-250r-ex250j/SSE-AD-5589989/?Cr=18,Spoke,Private,Kawasaki,Sold
